X;Result
0.6600000000;0.0893681192
0.6700000000;0.0771370867
0.6800000000;0.0663558016
0.6900000000;0.0568744796
0.7000000000;0.0485608718
0.7100000000;0.0412904856
0.7200000000;0.0349518872
0.7300000000;0.0294439562
0.7400000000;0.0246750062
0.7500000000;0.0205619775
0.7600000000;0.0170296986
0.7700000000;0.0140102101
0.7800000000;0.0114421453
0.7900000000;0.0092701640
0.8000000000;0.0074444355
0.8100000000;0.0059201644
0.8200000000;0.0046571580
0.8300000000;0.0036194306
0.8400000000;0.0027747151
0.8500000000;0.0020946920
0.8600000000;0.0015537432
0.8700000000;0.0011293955
0.8800000000;0.0008018535
0.8900000000;0.0005537687
0.9000000000;0.0003700274
0.9100000000;0.0002375566
0.9200000000;0.0001451462
0.9300000000;0.0000832856
0.9400000000;0.0000440147
0.9500000000;0.0000207859
0.9600000000;0.0000083388
0.9700000000;0.0000025846
0.9800000000;0.0000005002
0.9900000000;0.0000000306
1.0000000000;0.0000000000
1.0100000000;0.0000000294
1.0200000000;0.0000004617
1.0300000000;0.0000022923
1.0400000000;0.0000071054
1.0500000000;0.0000170159
1.0600000000;0.0000346157
1.0700000000;0.0000629243
1.0800000000;0.0001053438
1.0900000000;0.0001656168
1.1000000000;0.0002477887
1.1100000000;0.0003561725
1.1200000000;0.0004953163
1.1300000000;0.0006699739
1.1400000000;0.0008850778
1.1500000000;0.0011457139
1.1600000000;0.0014570990
1.1700000000;0.0018245595
1.1800000000;0.0022535128
1.1900000000;0.0027494489
1.2000000000;0.0033180959
1.2100000000;0.0039647585
1.2200000000;0.0046951853
1.2300000000;0.0055150182
1.2400000000;0.0064299058
1.2500000000;0.0074454938
1.2600000000;0.0085674157
1.2700000000;0.0098012846
1.2800000000;0.0111526862
1.2900000000;0.0126271716
1.3000000000;0.0142302521
1.3100000000;0.0159673933
1.3200000000;0.0178440110
1.3300000000;0.0198654664
1.3400000000;0.0220370632
1.3500000000;0.0243640439
1.3600000000;0.0268515873
1.3700000000;0.0295048062
1.3800000000;0.0323287452
1.3900000000;0.0353283794
1.4000000000;0.0385086131
1.4100000000;0.0418742784
1.4200000000;0.0454301349
1.4300000000;0.0491808690
1.4400000000;0.0531310936
1.4500000000;0.0572865921
1.4600000000;0.0616495889
1.4700000000;0.0662255155
1.4800000000;0.0710186977
1.4900000000;0.0760333902
1.5000000000;0.0812737768
1.5100000000;0.0867439718
1.5200000000;0.0924480208
1.5300000000;0.0983899019
1.5400000000;0.1045735272
1.5500000000;0.1110027434
1.5600000000;0.1176813342
1.5700000000;0.1246130207
1.5800000000;0.1318014639
1.5900000000;0.1392502656
1.6000000000;0.1469629705
1.6100000000;0.1549430675
1.6200000000;0.1631939916
1.6300000000;0.1717191258
1.6400000000;0.1805218025
1.6500000000;0.1896053057
1.6600000000;0.1989728726
1.6700000000;0.2086276954
1.6800000000;0.2185729233
1.6900000000;0.2288116645
1.7000000000;0.2393469875
1.7100000000;0.2501819236
1.7200000000;0.2613194685
1.7300000000;0.2727625842
1.7400000000;0.2845142009
1.7500000000;0.2965772188
1.7600000000;0.3089589727
1.7700000000;0.3216539314
1.7800000000;0.3346688878
1.7900000000;0.3480066457
1.8000000000;0.3616699887
1.8100000000;0.3756616814
1.8200000000;0.3899844720
1.8300000000;0.4046410934
1.8400000000;0.4196342654
1.8500000000;0.4349666965
1.8600000000;0.4506410853
1.8700000000;0.4666601225
1.8800000000;0.4830264926
1.8900000000;0.4997428753
1.9000000000;0.5168119477
1.9100000000;0.5342363854
